id,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,gx1,gx2,class,ex1,ex2
11,90.8487271,88.81662597,82.07623839,78.29954705,73.37705075,70.13702896,67.65025913,67.32752752,61.29315985,59.64967521,0,0.928073896,2.139826207,3.106149959,3.9113964,5.213577119,5.968895568,7.240784219,7.879460152,9,-0.374016349,-1.400725896,1,1.681223729,-0.230811207
12,95.40369685,93.02139316,87.76630045,81.6163177,77.50636483,76.13372426,72.71180841,72.28717475,69.75568516,68.21074495,0,0.844506363,2.158309549,3.191133008,3.991445685,5.164362236,5.789525006,6.94248642,7.898147289,9,0.460256974,1.141833051,2,-1.754549801,0.733590399
13,100.8082713,95.11901335,86.90290134,83.35772213,78.82743675,78.37267619,78.87999876,78.71423948,76.91010584,74.7733045,0,1.019455042,2.032537594,2.903534735,3.982055407,5.213245554,5.817521844,6.880557525,7.947352686,9,-1.48212033,-0.202228937,1,-0.518157312,2.289846379
14,104.2298993,100.3581005,94.72068734,88.61669469,84.96111966,83.59347397,79.69825897,76.35286664,72.76253149,68.02107607,0,1.144511206,2.183651928,3.101358665,4.184194943,4.915522672,6.225198004,7.015023633,7.969708453,9,0.387538232,-0.026261344,1,-0.082672653,-0.427178573
15,96.68793307,91.44691707,84.90204191,81.41600001,72.69055165,67.39409439,62.07557513,54.44740999,53.32979568,47.7833777,0,0.862655688,2.021661249,2.76994745,3.841302431,5.150938496,5.971407328,7.205014151,7.786896251,9,-1.252587479,0.315766465,2,1.026609639,-0.742726546
16,97.01640441,92.05854191,84.812362,79.98133491,73.61787814,66.76332696,63.27187039,59.66982702,54.65032834,47.63922692,0,0.757187783,2.200517617,2.829467039,3.99668532,5.191131967,6.092481748,7.164390711,7.868067168,9,0.899549609,0.774756564,2,-0.172653539,0.167555113
17,95.1638106,90.03521274,85.5762996,77.41736929,69.20039745,67.49045886,61.92602174,54.22686887,51.9430714,44.38382429,0,0.898265701,1.833478256,3.113780084,4.010283562,4.752091782,5.982927024,7.172734512,7.76625596,9,1.452727142,1.578928586,2,-2.912732115,-0.099163183
18,95.78242628,86.62427949,82.61371407,74.18752272,65.13028826,64.01692768,58.35175717,52.32559625,48.72913241,44.87556741,0,1.026408165,1.91906544,2.960288627,4.137078876,4.879320514,6.161855968,7.194441459,8.15370358,9,-0.957773957,0.153611761,1,-1.168246668,-0.862360195
19,101.4488649,101.2949528,94.58512246,89.48976436,88.76885123,82.68171923,80.26553681,80.93027765,75.16196977,76.74035619,0,0.861479303,1.93898384,2.933667793,3.952513249,4.850956089,6.018307971,7.094983693,8.034949461,9,1.240820313,0.908990959,2,0.608667743,0.423194317
20,95.14213138,89.09688233,84.7990307,78.4857063,75.57540252,71.14423258,66.32090885,60.61537438,58.51124969,55.19186577,0,0.809695068,1.78534605,3.001498746,4.249567344,4.852858554,6.078364051,7.11596284,8.003440424,9,0.668892552,-0.119263836,2,-1.377488491,-0.210741095
21,101.976116,96.97975488,91.0810375,85.60651668,83.4710142,82.23761655,78.57384786,76.15984713,72.53845341,70.0704009,0,0.81459696,1.867146684,3.131290122,3.836804275,4.761487672,6.192869668,7.1622491,8.039285719,9,0.156231474,1.363013892,1,0.099196621,0.233095923
22,95.86780401,93.10040118,82.73415001,80.21466431,74.61896853,71.8537699,70.56293199,65.45022882,64.57841932,60.81504748,0,0.797405149,2.194563723,2.849768394,3.986035988,4.961800502,5.908392271,7.216121746,8.032479729,9,-1.761135121,-1.622026242,1,0.467694165,-2.184692589
23,96.08629246,92.0248054,88.39153214,84.86743416,81.4349006,81.67134914,83.53738265,79.90516867,81.19408178,78.82563991,0,1.052590877,2.039641134,2.949518366,4.169149619,5.01925541,5.944925383,6.878164682,7.751058747,9,-1.422689097,0.06094339,1,1.957519191,2.852197199
24,99.38317655,94.32074272,88.65178093,85.13320959,77.25279452,72.72026787,66.65342906,63.66283305,59.97632141,54.69926684,0,0.766531624,1.993889649,2.767543786,3.91334566,4.961572584,6.197222993,7.185090304,7.966689899,9,2.304316955,0.750296405,2,-0.066868962,-0.007184383
25,96.86258777,94.54954089,93.02372274,92.94003673,89.51342124,85.51325435,85.83341545,81.16490108,80.52394699,76.91196456,0,1.06924828,1.892858054,3.003787528,3.92932174,4.812634039,5.851122005,7.134875668,7.758233352,9,1.399597492,0.328355393,2,0.850233482,1.429744645
26,100.0132342,94.9891134,89.59720084,84.55748054,80.37403571,75.95148632,70.18116621,67.27157555,61.50460483,59.84861624,0,1.034699876,1.981797551,2.971490264,4.117483241,4.77829615,5.999472356,7.157033241,7.986321941,9,-0.331749478,0.840327518,2,-0.800704516,0.196361052
27,101.4777075,97.68000921,92.78116048,89.40112528,86.66159511,84.21546995,80.24463373,79.30192518,74.58670439,72.65873409,0,0.84942066,2.20784473,2.914720598,3.869966711,5.140793192,6.229033176,7.047455907,8.072653122,9,-0.263680116,-0.296493265,1,0.191060595,-0.022018402
28,99.81909923,95.22796971,88.7762439,84.33347179,77.99005476,74.17399415,67.82383889,66.86450213,63.26005563,60.52103278,0,1.160024883,1.97575428,2.806049778,4.120866719,5.086969613,6.241782296,7.031394973,8.220779497,9,1.071858568,1.411594115,2,0.805187958,0.246439209
29,103.9815391,99.98313196,96.65767883,91.30533141,85.40515464,79.90633894,77.39462815,70.49388052,67.26339799,64.8326319,0,1.154959325,1.873981786,2.856841504,4.148838861,5.119533839,5.988750528,7.23428,8.070156207,9,0.710582068,1.262354423,2,0.908767348,-1.495542586
30,92.65695568,83.55926633,80.04639028,75.81834471,68.3758329,63.8121226,62.56347833,60.05178307,55.61590449,51.07543226,0,1.206967062,2.190616126,2.972120737,3.906334634,5.149252118,6.142023564,6.754003625,8.070565473,9,0.582926538,-0.951438155,1,-1.135319712,-0.312682057
31,96.67933993,90.88129946,84.15100394,83.41603283,76.43506118,75.95733398,73.7155363,72.40356899,68.66596035,65.45597734,0,1.141394253,2.165518968,2.864558969,4.164953617,5.125880115,6.016981488,6.800527416,8.230342296,9,0.495280275,-1.382878418,1,-1.499051459,0.315841329
32,98.62253587,91.16934245,88.30478188,81.03541901,79.98693449,79.00643732,76.52887725,73.00575026,71.54713338,68.7763749,0,1.115796394,1.96056827,3.081856642,4.094645355,4.781539322,5.880830044,6.762821008,7.930671868,9,0.01363565,-0.500869218,1,-0.808023767,-0.753909385
33,105.1714639,103.0642512,95.23898837,90.3455097,87.37391882,87.00643583,81.2020322,78.08243134,75.26414668,73.80362849,0,0.774644634,1.844038918,3.245492304,4.091730966,4.857202678,6.237511979,7.242100008,8.113058348,9,-0.190653343,-0.921688963,1,-1.057488598,-0.986917752
34,105.6079025,105.748969,102.6681791,98.89202052,95.26845405,92.8825827,90.0635574,87.61757993,83.70860265,79.5705843,0,0.857493883,2.152436621,2.961431079,4.15773961,5.007090562,6.21689549,6.975140328,7.794434717,9,0.508016877,1.878335582,2,0.548615906,1.093121889
35,94.28370484,90.91472695,88.3870173,83.00602908,79.03491146,75.74073863,73.60979076,72.73993868,71.30990267,69.63090377,0,1.138925671,1.991361705,2.897358833,4.03324321,5.116965214,5.803470389,6.967020205,7.938109344,9,-1.05666377,0.282284112,1,-0.788582338,0.545493012
36,99.1187436,95.06086521,90.84663155,85.62884636,83.16863217,82.10102088,79.43035671,75.86095884,76.48643533,75.32031161,0,1.117439226,2.194270207,3.040830616,3.767306646,5.227580651,6.187084936,6.947017036,7.757882417,9,-0.497138872,-1.548491463,1,0.830265186,0.532043592
37,107.1379235,101.586876,95.11966642,91.50890629,84.92109111,78.73452058,74.07518315,73.59111813,69.30061427,62.35889099,0,0.880640543,1.890820754,2.772943119,3.930230948,4.841942633,5.910867985,6.806767765,7.769990492,9,-0.879367794,0.043792362,2,-2.294179644,0.224357596
38,98.73114348,96.37190182,94.28436823,91.71415537,85.93848761,81.64011143,79.43121219,76.75917335,73.35744434,70.31006623,0,0.864775231,1.893653308,2.829411567,3.782143041,5.175188176,5.773748895,6.870419488,8.047512665,9,-0.929011347,0.462528599,2,0.048849586,0.512480787
39,102.1467955,98.10340971,89.58680203,84.55252724,81.03434446,74.75453639,71.08322753,69.56344371,67.41558073,65.86350953,0,0.757508977,2.023011649,3.032035381,3.886430726,4.864158144,5.857689471,6.949646349,8.244618661,9,2.594667301,0.204227954,2,2.663114137,0.064673707
40,100.7339886,96.57216421,93.23348689,90.18043615,87.45257392,81.03617699,80.18682404,80.63977665,78.24904173,78.20488412,0,1.218860323,2.137607537,3.045171071,3.870423538,4.959371305,6.031538467,7.177745053,7.935524505,9,-0.244683373,1.9092812,2,0.55186391,1.198346232
41,99.47429234,95.80377693,87.81421724,79.8840041,73.87573889,66.84343738,60.81449864,56.72486623,54.28004643,52.54128775,0,0.83560442,1.854757287,2.914621478,4.103571885,4.99291853,6.084662281,7.008375125,8.139072997,9,0.040435302,0.975136546,2,0.260599003,-0.271374766
42,103.4692789,97.93050727,94.93627368,88.53135372,86.60348386,80.23535728,76.67391424,77.2259916,76.54707532,75.32197958,0,1.144286457,1.911000836,3.188918008,3.922145342,5.102718618,5.753360128,6.857856869,7.823926078,9,-0.491902564,2.071655877,2,0.344083677,0.421227393
43,103.5477211,100.7756064,98.54080471,95.36381159,93.45012803,94.43504398,93.67134528,89.90226692,92.45257877,91.64473902,0,0.807431237,1.868474464,3.06955399,3.835002255,5.135601085,5.931206614,6.96295617,8.026903698,9,-0.615854984,0.361249838,1,-1.121065405,0.024904187
44,106.9607841,102.1508155,101.7721913,99.56628513,97.12416796,97.12853259,95.16495739,94.57446951,94.65581989,93.63357179,0,0.973977472,1.885695554,2.903854747,3.907439233,5.053717186,5.785705755,7.116448201,7.987454851,9,0.342060709,0.362000032,1,1.553782611,1.517940229
45,98.72808462,93.56963,90.49860476,84.45783765,80.9431566,77.68195111,74.16787761,71.82829069,68.94371634,68.57507937,0,0.930387208,1.763408274,2.996645456,4.067474477,5.114085664,6.123758233,6.787030322,8.184628209,9,-0.743395919,0.563074865,1,-1.326071433,-0.631736069
46,103.7877051,97.36692321,94.2294588,88.0496236,82.52532327,76.44788142,75.55090962,67.59625639,66.4525273,61.2770531,0,1.151837224,1.9192117,3.090345585,4.07890473,5.075178406,5.821158058,7.22054818,7.908704206,9,0.85119228,1.346734317,2,-0.070031987,0.808367924
47,105.830168,100.5439483,95.44698663,93.12832317,91.50966479,86.38209632,81.69789376,79.26412689,75.02374005,70.17425239,0,1.234317869,2.084458597,2.811573034,4.095365425,5.048838856,6.190240126,6.975301119,7.880279336,9,-0.784510557,-1.992903651,1,-2.007232324,-0.805488873
48,106.7337139,102.7498445,97.35241014,94.13509717,88.0747169,86.13772504,82.28825964,78.09085006,77.39214919,72.38621621,0,1.046096872,1.931555869,2.977159933,3.901869123,4.825381715,5.788797146,7.120998295,8.141557563,9,0.203802693,0.054891068,1,-0.244395004,0.645343485
49,107.5410509,100.5581781,94.46210418,89.8712758,88.73633935,85.00550699,85.13210674,82.80416797,84.06910467,79.1718037,0,1.21217734,1.958161417,3.091405456,3.963819682,4.989626502,6.225889849,7.110010817,7.973329641,9,-0.702120916,0.348019862,1,-1.205690724,0.447598773
50,101.6138957,93.68152737,87.97700318,83.66174944,74.71155867,66.96985419,64.00817252,61.64299381,59.08507931,56.77760323,0,1.21356029,1.995629665,2.755740995,4.111963142,5.154953609,6.027376836,6.869380792,7.75447478,9,0.310533196,0.622775566,2,-0.810816473,-1.242880737
51,113.3137306,109.8865569,105.431391,99.87963263,98.19894904,91.56247709,87.18523489,86.06187173,83.72214967,82.70148696,0,1.022707043,1.815229428,3.204018244,3.757819718,4.871778312,6.233506662,6.901488553,7.762652261,9,-0.018964448,-0.013439697,2,1.649683671,1.055350084
52,106.0326376,101.4034483,98.02631585,92.88773704,90.30647054,84.66773408,78.92519277,78.31699548,75.30989581,73.87792558,0,0.879281065,1.850095559,2.881003983,3.868091432,4.843649293,5.97367375,7.198633837,7.80804307,9,1.620523469,1.25943772,2,0.110433911,0.924224203
53,97.02070349,92.24465841,90.16913551,83.44396371,76.11738098,73.70946005,67.43912682,63.8414678,59.50908978,54.53605147,0,1.215575409,1.751258768,2.957597747,4.184976845,4.75090686,6.097053639,6.942262026,7.91112361,9,-1.731929505,-1.31560211,2,-1.685409153,-0.64211813
54,105.1471093,99.36092458,93.68851395,86.23029918,84.39393674,78.04602989,73.29554364,71.98465787,66.514136,65.08834551,0,0.945677199,1.789511077,3.150267856,3.977573568,5.182882891,5.767506347,6.911481009,8.244197811,9,0.872056527,0.841913366,2,-0.061958516,0.241254881
55,101.1596735,97.56134201,93.68478547,88.64890117,86.47687712,81.79229737,77.73571325,73.6025957,67.9422751,65.74353488,0,1.047936052,1.863529595,3.229658033,3.814837384,4.980044189,5.973563908,6.846667651,8.1503913,9,0.475482834,1.201305118,1,0.663147512,0.744144468
56,89.83290226,82.22522504,78.67630538,73.48651566,67.32897614,58.72806307,56.21381238,54.66669481,50.63862069,48.28765686,0,1.163702508,1.763536155,2.784276626,3.83488504,5.20664579,6.038975316,6.800895411,7.757196406,9,-0.52542086,-0.618111044,2,-1.037211538,0.141993303
57,103.5692951,98.83379262,95.76799226,91.68628833,87.4075079,84.0495604,81.45614037,78.74212657,74.76038457,71.69856394,0,0.850535838,1.82748608,2.985777118,3.811667201,5.055386827,5.937352761,7.159734872,7.92966231,9,0.716170615,-0.745880421,2,1.289198479,0.245855605
58,89.37249977,83.77393456,79.83890479,75.56771199,70.55455809,67.8667753,62.70879748,60.67512664,56.80811827,51.74572329,0,0.926803238,2.151799831,2.839326381,4.036617012,4.768196766,6.152240167,6.949385061,7.889607718,9,1.044458503,0.52290422,2,0.579735807,-0.69160958
59,104.2217236,99.06156317,94.71345097,94.81063049,88.66648089,87.21121341,83.4963879,79.33331087,77.39763379,76.32863307,0,1.224333633,2.051595876,3.06884004,4.058065749,5.123888325,6.239896144,7.101000241,8.106752888,9,-0.152435381,0.895497261,2,1.806753457,0.109990931
60,100.2123504,91.87391344,87.59636014,79.90432018,76.56218106,69.17177227,64.27731188,62.10439124,57.54601857,56.74623952,0,1.02549711,1.798693687,3.201158007,3.926987269,5.09276128,6.078824954,7.152455482,8.237471064,9,-0.45856133,0.331573102,2,-0.423842716,0.24681772
61,104.7537937,98.57934507,95.86369809,90.52567538,87.14767955,84.85514083,84.64259054,80.77310997,78.86453127,78.23407263,0,1.176575091,1.818606045,3.215032324,4.231703251,4.972378647,5.827858582,7.112192051,7.90257321,9,0.967947465,-1.391961986,1,1.801355265,1.373903099
62,99.5958526,92.16574361,87.79637879,81.13343953,74.50913647,68.86095819,59.91467623,58.86017303,51.68347365,48.44009991,0,1.173405868,2.029140646,2.978531997,4.086542797,4.871379651,6.175828773,6.8157357,7.976352468,9,-0.907013382,-0.973985817,2,-1.050459141,-1.537546284
63,98.7261713,93.66402662,85.32462181,80.65408256,76.47930588,72.43362434,68.75988327,66.55342264,59.67820726,56.35206686,0,0.828048674,2.176031917,3.139595597,4.247871802,4.980176811,5.865962358,6.781258388,7.861790108,9,-0.176384537,-1.243530937,1,-2.254539676,-1.257033126
64,94.75956543,90.39306166,87.89486075,81.41161792,76.04855924,75.37456892,70.25122799,64.29126679,62.61635058,57.87700148,0,0.963966976,1.840209365,2.996655864,3.987368626,5.045674085,5.931323508,7.113398855,8.01303666,9,-1.05667845,-0.75960938,2,-0.008346766,-1.029395261
65,99.68723969,95.93749804,92.50995374,89.54842967,88.2583184,81.48330476,81.95546607,73.5740804,73.30097976,70.10563816,0,0.978521995,2.124159291,2.966864616,3.80598671,5.224628905,5.863480679,7.239319379,8.156712611,9,0.639967823,-0.739459991,2,0.210991206,2.703227885
66,99.60362963,92.88254033,90.12843093,89.44896073,86.38065568,84.26328107,82.29721837,80.72184005,80.74848656,76.8724378,0,0.837816207,2.042230337,2.939513278,3.977563051,4.845961167,5.993937943,6.97081709,7.854806793,9,-0.084327,0.316789019,1,0.376931503,-0.779502178
67,103.6754095,100.4065911,93.27228452,90.76175541,87.96640623,85.22608214,85.53377496,82.80392523,82.39126956,81.12003422,0,0.770250255,2.173237331,2.891817571,4.003422911,4.886950468,6.117620557,7.142229948,8.125728732,9,-0.750751647,-2.258825378,1,0.326404212,1.150645333
68,100.6052216,98.58259499,93.3625383,86.5506379,82.77666929,79.89663354,81.2880102,78.75091362,76.00566244,75.50836582,0,0.964141519,1.934684356,2.941889936,3.76289529,5.103090474,6.149945032,6.958108665,7.833377337,9,-0.235065917,0.212804557,1,1.269197749,0.264007087
69,106.2865571,100.8214911,94.70567275,88.18116924,90.148345,86.71949133,87.95424205,86.60835396,87.282332,85.62679778,0,0.765286594,1.885791621,3.041643031,3.962679991,4.822549219,5.946433062,7.228031644,7.757522719,9,1.585070324,-0.68668752,1,-1.002778202,-0.363734214
70,103.1668924,99.65111681,95.16125233,94.79674657,91.46974046,86.20564591,84.25432633,80.64175782,80.39068964,81.48795786,0,0.951491946,1.864313478,2.891855912,3.783332855,4.866512029,6.14943055,7.116112046,8.149927579,9,-0.362146359,-0.466442584,2,0.9170745,2.098214332
71,105.159882,102.4997023,98.31283089,91.72915156,88.33269278,86.28556732,87.53159919,86.14176555,84.08808258,82.93985307,0,0.777809092,1.852027941,2.95406341,3.947809912,4.767494628,5.97220141,7.134573882,8.221265536,9,-0.203607005,-1.228865064,1,1.347687769,0.340784671
72,95.19102278,89.97950129,83.34615327,79.55457339,73.91372647,69.42953521,62.61252971,59.2875516,54.91889538,52.18558029,0,0.85647207,2.178182424,2.998352703,3.8849238,5.117071496,5.919397755,7.207325074,8.052693157,9,0.510165698,-1.017517695,2,0.562301744,-0.363650532
73,99.42785796,96.19086467,90.77552472,87.23474036,80.65009717,78.88042495,71.56090275,70.41002087,66.31860092,62.09550255,0,0.897617111,2.024162826,3.100539855,4.003768797,4.777975744,6.219507915,6.894143626,7.765452123,9,0.861471624,0.340557122,2,-0.102253689,-1.13082155
74,100.760324,94.25111451,87.67449976,84.06266696,81.10190688,75.063751,72.44541216,72.025044,67.53875585,64.85315983,0,0.977082021,2.02625107,3.00565523,4.074920793,5.037762746,5.985118719,6.763734984,7.946477272,9,-0.182854994,1.140203922,2,1.982388587,0.183912303
75,101.2377649,94.66558991,89.3637971,85.78313895,80.10629613,75.43473218,70.82812109,68.6474071,66.21139447,60.46881673,0,0.940878234,2.214602058,2.838281906,3.918489677,5.090441773,6.208293433,7.212107909,7.841497504,9,-0.145448586,-0.020208996,2,0.715222817,0.347159925
76,95.54700778,90.95809831,84.79255691,81.75156267,78.53084454,73.80843787,70.54767503,68.62686353,65.18749243,60.94658662,0,0.854367033,2.116093808,3.114387542,4.013957903,5.055324177,5.92174728,7.021344801,8.104993964,9,-0.278265943,-0.305257356,2,-0.080988809,0.217511893
77,103.389907,99.41189374,95.88811672,90.84437567,88.19642115,84.72227985,82.91383997,82.57146912,79.7455828,77.81196857,0,1.125587368,2.093431077,3.015416364,3.765386836,4.979389837,5.913670248,7.182707533,8.096033129,9,1.303691541,-0.264659883,1,0.876458928,0.624275257
78,97.33699979,90.98243146,86.56348127,84.30649631,81.83103293,75.77184217,73.62955647,70.61495774,64.20467955,62.16148331,0,1.231912027,2.174265029,3.222080992,3.771058736,5.203139045,6.055368333,6.816262244,8.073723004,9,0.878651525,-0.18340509,2,1.189772999,-0.354336774
79,102.6597802,99.10937966,98.97096925,93.21656658,87.30468508,85.88331113,81.04631086,78.61490235,70.44639396,67.5671434,0,1.109035702,1.889146732,2.895150405,4.131768496,4.948866651,6.129898361,7.048831454,7.820225783,9,0.457595353,-1.018679425,2,0.230272313,0.613587244
80,104.5504739,99.30533547,92.54023339,89.44711742,87.58549208,85.29325436,79.34144056,76.53714282,72.35171825,70.55305227,0,1.023366887,2.015487189,2.890125355,3.792031044,4.892163834,6.11225763,6.99100804,8.1817661,9,0.155680285,-0.006931222,2,1.180352618,0.122791694
81,97.08424499,90.85852076,85.74739128,80.21782635,77.91746439,75.45837267,73.20325482,69.15946777,66.28414546,65.0422663,0,1.133821997,2.188353431,2.871688339,3.752720222,4.987805164,6.051312391,6.81784069,7.987300997,9,0.774980389,-0.816245902,1,0.969426773,1.085874679
82,103.5999278,101.3352911,93.63916937,90.08915792,83.98902769,83.04059416,77.60436195,78.34339151,74.16498965,72.66700174,0,0.765477503,2.058455563,3.023863764,3.933258569,5.245921338,6.229053749,7.18526323,7.879701055,9,-1.069858067,0.280883999,1,-0.163480432,-1.140957774
83,98.32724915,91.37674929,88.85731382,85.30196633,81.2701696,78.36605121,74.63933133,69.21935194,63.94403531,62.73295762,0,1.220795589,1.831116658,2.918307939,3.995226278,4.833239526,6.153132821,7.206962858,8.215373819,9,0.883747066,-0.276391159,2,-0.239305933,0.300940715
84,104.6033372,103.5078783,100.6979198,96.59762073,91.50972104,90.5277204,86.523038,83.87392575,84.06773472,81.55744899,0,0.970264374,1.921135065,2.877966287,4.241712627,4.867338878,6.131247018,7.061606647,8.053588892,9,0.878707754,0.852096592,2,2.310646053,1.141360542
85,103.7030633,101.1668309,92.94833033,91.24088375,87.9585967,83.05880466,78.5304992,75.07507818,71.4618629,68.98890176,0,0.885596976,2.063200795,2.948799223,3.752996264,4.790765709,6.014716003,7.153733373,8.142867843,9,1.235824158,-0.246675676,2,0.279845966,-0.290845307
86,101.5857166,96.16703272,91.88735658,86.5811899,81.70906454,81.8046459,80.97346363,76.94027267,76.51008925,73.96389279,0,0.870191586,1.888519646,3.036983806,4.215931724,5.022689666,6.184006874,7.071529621,8.016477204,9,-1.521417252,1.508909518,1,-0.314700402,-0.382702849
87,95.17602582,90.63652328,87.10371702,83.82636502,79.48442663,73.28210422,71.94602021,65.94694203,62.41582841,59.84156861,0,0.838428224,2.048536302,2.757973274,3.996343374,5.089578853,5.854435665,7.068184991,8.148484184,9,-0.395618793,0.210905367,2,0.494026154,-0.305470587
88,109.8164341,106.3764205,100.2158458,95.07197562,91.73407955,90.33031922,87.54748908,88.26197966,89.5724955,86.13050271,0,0.754245579,1.958361714,3.23027617,3.77358507,4.917739482,6.016122158,7.095242765,7.953460077,9,0.672639787,-1.157487585,1,0.565256457,-0.484679706
89,102.4935395,99.60718024,93.63581522,88.57120266,85.0722016,77.30765503,74.02761873,74.12141393,71.53608221,69.08571929,0,0.768682245,1.936363772,2.960338473,3.820856414,4.961792319,6.19335161,7.170228219,7.952443469,9,1.029096164,1.701766864,2,0.298359349,-0.816350763
90,101.2668446,95.50795692,89.68528118,85.53626955,82.1426828,80.43613457,77.12597774,73.10272699,71.15925914,69.86591545,0,0.858948065,2.184361673,2.826593666,3.801901818,4.890249842,6.056792638,7.06861424,7.77860799,9,1.02426758,0.759532809,1,0.794161272,0.961863209
91,102.6184691,94.65146856,89.92321069,85.58598055,80.50797859,76.86486663,72.99461438,68.70936245,66.70204046,64.71759425,0,1.235600548,1.837840281,3.07539633,4.074854636,4.971684722,5.851079397,7.15818593,8.134731841,9,0.794389515,0.29224678,2,-0.609786785,0.919804607
92,101.7080134,96.75344361,91.32734394,87.07252685,82.12111254,73.21054839,69.78449397,62.12708949,57.8719771,54.02932799,0,1.053361552,2.044606672,2.868482394,3.834993911,4.989518239,5.789382032,7.216999021,8.101683878,9,0.029145235,1.122832624,2,0.239041735,-0.752174213
93,89.94452001,84.94487824,78.90205294,76.66415618,74.79511095,71.31221318,69.8749372,67.87582019,67.92614345,63.53713759,0,1.062568984,2.123639498,3.152870856,4.112693599,5.090725854,6.037601857,7.229093173,7.83310817,9,0.125143217,-0.018274341,1,-0.650827718,1.026593653
94,105.1203011,100.7944573,96.59695596,94.25954478,87.33917023,85.25085919,80.56674678,78.56640052,76.736639,75.91657698,0,1.037641358,2.047252745,3.104356887,4.18883406,4.924822429,6.131813012,7.21795761,8.043746924,9,-1.21417467,0.866960758,2,0.859130611,-0.139562201
95,90.73716167,85.81915281,78.45292032,76.81951325,70.06274295,63.18504313,58.79320178,53.72284276,51.55659354,46.50082571,0,0.819275167,1.89027927,3.135056649,3.801613797,4.987431687,6.124589872,7.145739628,7.795329217,9,-0.385774139,0.026846962,2,0.192682626,0.156453261
96,101.5662512,95.25185952,87.24514966,84.9643274,80.20725717,76.64862693,67.9101883,65.49128258,60.73109492,54.70986829,0,1.141201201,2.167551341,2.91659359,3.877166074,4.858857512,6.235049849,6.924288622,7.944447558,9,-2.480837048,-2.076111096,1,-1.588933948,-0.538101852
97,95.78566002,88.38506939,85.06064209,79.01481052,76.86109293,73.48674757,71.49440867,68.00514303,67.00123296,67.51705167,0,1.197068221,1.898454938,3.167271049,3.99916266,5.210783124,5.891802214,7.135217782,8.108434444,9,0.033770889,-1.550832906,1,1.204828902,1.352048882
